record_id,campaign,coin_number,short_id,spot_type,spot_description,confidence,confidence_score,review_basis,primary_position,secondary_position,primary_object,secondary_object,tertiary_object,environment_type,surface_type,concealment_type,search_priority,search_instruction,search_text
singapore_027,Singapore,27,STosuIpHXps,bench_support_gap,"Behind a metal bench support, in between the bench and wall, on concrete.",high,1.0,full1 plus end6 contact sheets,behind,in_between,bench,wall,concrete,bench_zone,metal+concrete,seam_gap,5,Check the seam or narrow gap behind the bench before scanning open ground.,"Singapore silver coin. coin 27. spot type bench support gap. positions behind in_between. objects bench wall concrete. environment bench zone. concealment seam gap. Behind a metal bench support, in between the bench and wall, on concrete."
singapore_028,Singapore,28,sT7fDNfaIfI,planter_wall_opening,"Inside a narrow opening in a concrete planter wall, beside soil and plant leaves.",high,1.0,full1 plus end6 contact sheets,inside,beside,planter,wall,concrete,landscape_edge,concrete+soil,hole_opening,5,Start inside the planter and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 28. spot type planter wall opening. positions inside beside. objects planter wall concrete. environment landscape edge. concealment hole opening. Inside a narrow opening in a concrete planter wall, beside soil and plant leaves."
singapore_029,Singapore,29,HLXnWdx24eY,fence_curb_leaf_litter,"Under wet leaves, beside a green fence, on the curb edge.",high,1.0,end6 contact sheet,under,beside,fence,kerb,leaves,structure_edge,concrete+leaf_litter,underside,5,"Check underneath the fence first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 29. spot type fence curb leaf litter. positions under beside. objects fence kerb leaves. environment structure edge. concealment underside. Under wet leaves, beside a green fence, on the curb edge."
singapore_030,Singapore,30,LMYIbU57uwM,roots_curb_edge,"Under twigs and roots, beside a green fence, against the concrete curb.",high,1.0,end6 contact sheet,under,beside,tree,kerb,fence,landscape_edge,concrete,underside,5,"Check underneath the tree first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 30. spot type roots curb edge. positions under beside. objects tree kerb fence. environment landscape edge. concealment underside. Under twigs and roots, beside a green fence, against the concrete curb."
singapore_031,Singapore,31,8lhGsJdjrMQ,stair_edge_gap,In between the metal stair edge and concrete side wall.,high,1.0,end6 contact sheet,in_between,,concrete,wall,,structure_edge,metal+concrete,seam_gap,5,Check the seam or narrow gap in between the concrete before scanning open ground.,Singapore silver coin. coin 31. spot type stair edge gap. positions in_between. objects concrete wall. environment structure edge. concealment seam gap. In between the metal stair edge and concrete side wall.
singapore_032,Singapore,32,Cxb1MvGZ12o,pipe_gap,"Behind a white drainpipe, in between the pipe and wall.",high,1.0,full1 plus end6 contact sheets,behind,in_between,pipe,drain,wall,utility_edge,metal,seam_gap,5,Check the seam or narrow gap behind the pipe before scanning open ground.,"Singapore silver coin. coin 32. spot type pipe gap. positions behind in_between. objects pipe drain wall. environment utility edge. concealment seam gap. Behind a white drainpipe, in between the pipe and wall."
singapore_033,Singapore,33,li0nCJERVQw,lamp_post_base,"Beside a black lamp post base, in soil and leaves.",high,1.0,end6 contact sheet,beside,,lamp_post,soil,leaves,structure_edge,soil+leaf_litter,natural_cover,3,"Check under leaves, roots, or groundcover beside the lamp post before searching open pavement.","Singapore silver coin. coin 33. spot type lamp post base. positions beside. objects lamp_post soil leaves. environment structure edge. concealment natural cover. Beside a black lamp post base, in soil and leaves."
singapore_034,Singapore,34,jT5t7cmFYUE,brick_concrete_corner,"In between brick and concrete, inside a corner crack beside the wall.",high,1.0,full1 plus end6 contact sheets,in_between,inside,brick,concrete,wall,structure_edge,brick+concrete,seam_gap,5,Check the seam or narrow gap in between the brick before scanning open ground.,"Singapore silver coin. coin 34. spot type brick concrete corner. positions in_between inside. objects brick concrete wall. environment structure edge. concealment seam gap. In between brick and concrete, inside a corner crack beside the wall."
singapore_035,Singapore,35,DtxAM6fQ3jQ,concrete_block_crack,"In between concrete blocks, inside a narrow crack beside leaves.",high,1.0,end6 contact sheet,in_between,inside,concrete,leaves,,mixed_edge,concrete+leaf_litter,seam_gap,5,Check the seam or narrow gap in between the concrete before scanning open ground.,"Singapore silver coin. coin 35. spot type concrete block crack. positions in_between inside. objects concrete leaves. environment mixed edge. concealment seam gap. In between concrete blocks, inside a narrow crack beside leaves."
singapore_036,Singapore,36,jOxQTShB3uA,stone_planter_edge,"Under leaves, beside a white concrete or stone planter edge.",high,1.0,end6 contact sheet,under,beside,rock,planter,leaves,landscape_edge,rock+leaf_litter,underside,5,"Check underneath the rock first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 36. spot type stone planter edge. positions under beside. objects rock planter leaves. environment landscape edge. concealment underside. Under leaves, beside a white concrete or stone planter edge."
singapore_037,Singapore,37,PVfwhe4dAkw,planter_soil,"Inside a white planter, on soil below a shrub.",high,1.0,end6 contact sheet,inside,on,planter,soil,hedge,landscape_edge,soil,inside_object,5,Check inside the planter opening or recess before sweeping nearby grass or soil.,"Singapore silver coin. coin 37. spot type planter soil. positions inside on. objects planter soil hedge. environment landscape edge. concealment inside object. Inside a white planter, on soil below a shrub."
singapore_038,Singapore,38,TKX9s4gnbTw,brick_wall_gap,"In between red paving bricks and the wall, inside the corner gap.",high,1.0,end6 contact sheet,in_between,inside,brick,wall,,structure_edge,brick,seam_gap,5,Check the seam or narrow gap in between the brick before scanning open ground.,"Singapore silver coin. coin 38. spot type brick wall gap. positions in_between inside. objects brick wall. environment structure edge. concealment seam gap. In between red paving bricks and the wall, inside the corner gap."
singapore_039,Singapore,39,ItYuVF1UP_I,slab_block_gap,"In between a loose concrete block and a long concrete slab, on grass.",high,1.0,full1 plus end6 contact sheets,in_between,on,concrete,grass,,mixed_edge,concrete+grass,seam_gap,5,Check the seam or narrow gap in between the concrete before scanning open ground.,"Singapore silver coin. coin 39. spot type slab block gap. positions in_between on. objects concrete grass. environment mixed edge. concealment seam gap. In between a loose concrete block and a long concrete slab, on grass."
singapore_040,Singapore,40,8tvZt5LCuAw,concrete_block_gap,"In between rough concrete blocks, beside a brick curb or ledge.",high,1.0,full1 plus end6 contact sheets,in_between,beside,concrete,brick,kerb,mixed_edge,concrete+brick,seam_gap,5,Check the seam or narrow gap in between the concrete before scanning open ground.,"Singapore silver coin. coin 40. spot type concrete block gap. positions in_between beside. objects concrete brick kerb. environment mixed edge. concealment seam gap. In between rough concrete blocks, beside a brick curb or ledge."
singapore_041,Singapore,41,SfK51g-6IWI,pipe_gap,"Behind a white drainpipe, beside a pillar, on the floor.",high,1.0,end6 contact sheet,behind,beside,pipe,drain,column,utility_edge,metal,seam_gap,5,Check the seam or narrow gap behind the pipe before scanning open ground.,"Singapore silver coin. coin 41. spot type pipe gap. positions behind beside. objects pipe drain column. environment utility edge. concealment seam gap. Behind a white drainpipe, beside a pillar, on the floor."
singapore_042,Singapore,42,Q_vp5KtOenk,lamp_post_base_plants,"Under strap leaves, beside a lamp post base, above the concrete footing.",high,1.0,full1 plus end6 contact sheets,under,beside,lamp_post,leaves,concrete,structure_edge,leaf_litter+concrete,underside,5,"Check underneath the lamp post first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 42. spot type lamp post base plants. positions under beside. objects lamp_post leaves concrete. environment structure edge. concealment underside. Under strap leaves, beside a lamp post base, above the concrete footing."
singapore_043,Singapore,43,S8kG06nVMUw,curb_drain_gap,"In between the concrete curb and metal drain cover, beside grass.",high,1.0,end6 contact sheet,in_between,beside,kerb,drain,concrete,utility_edge,concrete+metal,seam_gap,5,Check the seam or narrow gap in between the kerb before scanning open ground.,"Singapore silver coin. coin 43. spot type curb drain gap. positions in_between beside. objects kerb drain concrete. environment utility edge. concealment seam gap. In between the concrete curb and metal drain cover, beside grass."
singapore_044,Singapore,44,TFO3rh4-SNI,lamp_post_base,"Beside a lamp post base, on soil under leaves.",high,1.0,end6 contact sheet,beside,on,lamp_post,soil,leaves,structure_edge,soil+leaf_litter,natural_cover,3,"Check under leaves, roots, or groundcover beside the lamp post before searching open pavement.","Singapore silver coin. coin 44. spot type lamp post base. positions beside on. objects lamp_post soil leaves. environment structure edge. concealment natural cover. Beside a lamp post base, on soil under leaves."
singapore_045,Singapore,45,YKv5xKHNuGg,walkway_planter_crack,"In the crack beside a pebble-wash walkway, on soil at the planter edge.",high,1.0,end6 contact sheet,beside,on,paver,planter,soil,landscape_edge,tile+soil,seam_gap,5,Check the seam or narrow gap beside the paver before scanning open ground.,"Singapore silver coin. coin 45. spot type walkway planter crack. positions beside on. objects paver planter soil. environment landscape edge. concealment seam gap. In the crack beside a pebble-wash walkway, on soil at the planter edge."
singapore_046,Singapore,46,_FhdF9idORc,hedge_drain_edge,"Beside a drain grate, under leaves, at the hedge border.",high,1.0,end6 contact sheet,beside,under,hedge,drain,leaves,utility_edge,metal+leaf_litter,underside,5,"Check underneath the hedge first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 46. spot type hedge drain edge. positions beside under. objects hedge drain leaves. environment utility edge. concealment underside. Beside a drain grate, under leaves, at the hedge border."
singapore_047,Singapore,47,x6-S8zD7JjU,path_edge_corner,"In between the stone path edge and soil corner, beside grass.",high,1.0,full1 plus end10 plus end6 contact sheets,in_between,beside,paver,rock,soil,walkway_edge,tile+rock,edge_hide,4,Start in between the paver and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 47. spot type path edge corner. positions in_between beside. objects paver rock soil. environment walkway edge. concealment edge hide. In between the stone path edge and soil corner, beside grass."
singapore_048,Singapore,48,_W9yNmf51MM,tree_root_gap,"In between tree roots and a stone border, under grass.",high,1.0,end6 contact sheet,in_between,under,tree,rock,grass,landscape_edge,rock+grass,seam_gap,5,Check the seam or narrow gap in between the tree before scanning open ground.,"Singapore silver coin. coin 48. spot type tree root gap. positions in_between under. objects tree rock grass. environment landscape edge. concealment seam gap. In between tree roots and a stone border, under grass."
singapore_049,Singapore,49,59yaFjAkenU,drain_cover_gap,"In between a square drain cover frame and a metal flap, on soil under small plants.",high,1.0,end6 contact sheet,in_between,on,drain,utility_cover,soil,utility_edge,metal+soil,seam_gap,5,Check the seam or narrow gap in between the drain before scanning open ground.,"Singapore silver coin. coin 49. spot type drain cover gap. positions in_between on. objects drain utility_cover soil. environment utility edge. concealment seam gap. In between a square drain cover frame and a metal flap, on soil under small plants."
singapore_050,Singapore,50,V4umLWrpR6o,pipe_corner_gap,"Behind a white drainpipe, in between the pipe and wall corner.",medium,0.7,full1 plus end6 contact sheets,in_corner,behind,pipe,drain,wall,utility_edge,metal,seam_gap,4,Check the seam or narrow gap in the corner of the pipe before scanning open ground.,"Singapore silver coin. coin 50. spot type pipe corner gap. positions in_corner behind. objects pipe drain wall. environment utility edge. concealment seam gap. Behind a white drainpipe, in between the pipe and wall corner."
singapore_051,Singapore,51,gHF4jr5evcg,roots_walkway_edge,"Under roots and vines, beside a blue pebble-wash walkway edge.",high,1.0,end6 contact sheet,under,beside,tree,paver,,landscape_edge,tile,underside,5,"Check underneath the tree first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 51. spot type roots walkway edge. positions under beside. objects tree paver. environment landscape edge. concealment underside. Under roots and vines, beside a blue pebble-wash walkway edge."
singapore_052,Singapore,52,2EP8jD2OSpc,hedge_wall_edge,"Beside a hedge, on the concrete edge of a low planter wall.",medium,0.7,end6 contact sheet,beside,on,hedge,wall,concrete,landscape_edge,concrete,natural_cover,3,"Check under leaves, roots, or groundcover beside the hedge before searching open pavement.","Singapore silver coin. coin 52. spot type hedge wall edge. positions beside on. objects hedge wall concrete. environment landscape edge. concealment natural cover. Beside a hedge, on the concrete edge of a low planter wall."
singapore_053,Singapore,53,buM7VTC_dMc,drain_paving_seam,"In the seam beside a linear drain grate, between the concrete drain edge and paving slab.",high,1.0,end6 contact sheet,beside,in_between,drain,concrete,,utility_edge,metal+concrete,seam_gap,5,Check the seam or narrow gap beside the drain before scanning open ground.,"Singapore silver coin. coin 53. spot type drain paving seam. positions beside in_between. objects drain concrete. environment utility edge. concealment seam gap. In the seam beside a linear drain grate, between the concrete drain edge and paving slab."
singapore_054,Singapore,54,_RQDqAikyLk,fence_base_plants,"Under strap leaves, beside a green fence or railing base, on pebble-wash concrete.",high,1.0,end6 contact sheet,under,beside,fence,leaves,railing,structure_edge,leaf_litter+metal,underside,5,"Check underneath the fence first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 54. spot type fence base plants. positions under beside. objects fence leaves railing. environment structure edge. concealment underside. Under strap leaves, beside a green fence or railing base, on pebble-wash concrete."
singapore_055,Singapore,55,0oh8kasxHjU,brick_border_soil,"Under the red brick planter border, on soil below the edge.",high,1.0,end6 contact sheet,under,on,brick,soil,planter,landscape_edge,brick+soil,underside,5,"Check underneath the brick first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 55. spot type brick border soil. positions under on. objects brick soil planter. environment landscape edge. concealment underside. Under the red brick planter border, on soil below the edge."
singapore_056,Singapore,56,nJ-iGtHKUAg,bench_side_gap,"Behind a green metal bench side panel, beside plants and stone paving.",high,1.0,full1 plus end6 contact sheets,behind,beside,bench,panel,rock,bench_zone,metal+rock,seam_gap,5,Check the seam or narrow gap behind the bench before scanning open ground.,"Singapore silver coin. coin 56. spot type bench side gap. positions behind beside. objects bench panel rock. environment bench zone. concealment seam gap. Behind a green metal bench side panel, beside plants and stone paving."
singapore_057,Singapore,57,i0DNRLb7QQQ,tree_planter_crack,"In between the red brick planter wall and the tree base, inside the crack.",high,1.0,full1 plus end6 contact sheets,in_between,inside,tree,planter,brick,landscape_edge,brick,seam_gap,5,Check the seam or narrow gap in between the tree before scanning open ground.,"Singapore silver coin. coin 57. spot type tree planter crack. positions in_between inside. objects tree planter brick. environment landscape edge. concealment seam gap. In between the red brick planter wall and the tree base, inside the crack."
singapore_058,Singapore,58,70Svmr4Cl_o,hedge_planter_edge,"Beside the hedge, on top of the low concrete planter wall edge.",medium,0.7,full1 plus end6 contact sheets,beside,on_top,hedge,planter,concrete,landscape_edge,concrete,natural_cover,3,"Check under leaves, roots, or groundcover beside the hedge before searching open pavement.","Singapore silver coin. coin 58. spot type hedge planter edge. positions beside on_top. objects hedge planter concrete. environment landscape edge. concealment natural cover. Beside the hedge, on top of the low concrete planter wall edge."
singapore_059,Singapore,59,qsHZENDy3W4,planter_wall_opening,"Inside a rectangular opening in the top of the low concrete planter wall, under the hedge.",high,1.0,full1 plus end10 plus end6 contact sheets,inside,under,planter,wall,concrete,landscape_edge,concrete,hole_opening,5,Start inside the planter and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 59. spot type planter wall opening. positions inside under. objects planter wall concrete. environment landscape edge. concealment hole opening. Inside a rectangular opening in the top of the low concrete planter wall, under the hedge."
singapore_060,Singapore,60,-uKx_Je2Y-k,utility_box_base,"Beside a yellow utility box base, in grass at the bottom corner.",high,1.0,full1 plus end6 contact sheets,beside,,utility_cover,grass,,utility_edge,grass,natural_cover,3,"Check under leaves, roots, or groundcover beside the utility cover before searching open pavement.","Singapore silver coin. coin 60. spot type utility box base. positions beside. objects utility_cover grass. environment utility edge. concealment natural cover. Beside a yellow utility box base, in grass at the bottom corner."
singapore_061,Singapore,61,Ge9J0Hk_bw4,bench_underside,"Under a blue bench, below the seat panel.",high,1.0,end6 contact sheet,under,below,bench,panel,,bench_zone,metal,underside,5,"Check underneath the bench first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 61. spot type bench underside. positions under below. objects bench panel. environment bench zone. concealment underside. Under a blue bench, below the seat panel."
singapore_063,Singapore,63,Tz5SpqYf7tI,concrete_overhang_gap,"Under a rough concrete overhang, in between the slab and the ground.",high,1.0,end6 contact sheet,under,in_between,concrete,,,mixed_edge,concrete,seam_gap,5,Check the seam or narrow gap under the concrete before scanning open ground.,"Singapore silver coin. coin 63. spot type concrete overhang gap. positions under in_between. objects concrete. environment mixed edge. concealment seam gap. Under a rough concrete overhang, in between the slab and the ground."
singapore_064,Singapore,64,hl_eLa3judA,pebble_planter_edge,"Beside a pebble-wash planter edge, under strap leaves.",high,1.0,end6 contact sheet,beside,under,planter,leaves,,landscape_edge,leaf_litter,underside,5,"Check underneath the planter first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 64. spot type pebble planter edge. positions beside under. objects planter leaves. environment landscape edge. concealment underside. Beside a pebble-wash planter edge, under strap leaves."
singapore_066,Singapore,66,JxRydjhEERY,bench_slat_gap,"In between the wooden bench slats and the concrete planter edge, beside grass.",high,1.0,full1 plus end6 contact sheets,in_between,beside,bench,wood,concrete,bench_zone,wood+concrete,seam_gap,5,Check the seam or narrow gap in between the bench before scanning open ground.,"Singapore silver coin. coin 66. spot type bench slat gap. positions in_between beside. objects bench wood concrete. environment bench zone. concealment seam gap. In between the wooden bench slats and the concrete planter edge, beside grass."
singapore_067,Singapore,67,f4_hWZz9TWE,utility_cover_lip,"Under the lip of a yellow utility cover, beside grass.",high,1.0,end6 contact sheet,under,beside,utility_cover,grass,,utility_edge,grass,underside,5,"Check underneath the utility cover first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 67. spot type utility cover lip. positions under beside. objects utility_cover grass. environment utility edge. concealment underside. Under the lip of a yellow utility cover, beside grass."
singapore_068,Singapore,68,AYohbCkHxJ4,brick_grass_edge,"Beside the red brick border, at the grass edge.",high,1.0,end6 contact sheet,beside,,brick,grass,,mixed_edge,brick+grass,natural_cover,3,"Check under leaves, roots, or groundcover beside the brick before searching open pavement.","Singapore silver coin. coin 68. spot type brick grass edge. positions beside. objects brick grass. environment mixed edge. concealment natural cover. Beside the red brick border, at the grass edge."
singapore_069,Singapore,69,eIHs32K2SCA,bench_side_gap,"Behind a green metal bench side panel, beside plants and stone paving.",high,1.0,full1 plus end6 contact sheets,behind,beside,bench,panel,rock,bench_zone,metal+rock,seam_gap,5,Check the seam or narrow gap behind the bench before scanning open ground.,"Singapore silver coin. coin 69. spot type bench side gap. positions behind beside. objects bench panel rock. environment bench zone. concealment seam gap. Behind a green metal bench side panel, beside plants and stone paving."
singapore_070,Singapore,70,vMJFTF2k-6I,wall_vine_crack,"Under small vines, beside a wall, inside a ledge crack.",high,1.0,end6 contact sheet,under,beside,wall,concrete,,structure_edge,concrete,seam_gap,5,Check the seam or narrow gap under the wall before scanning open ground.,"Singapore silver coin. coin 70. spot type wall vine crack. positions under beside. objects wall concrete. environment structure edge. concealment seam gap. Under small vines, beside a wall, inside a ledge crack."
singapore_071,Singapore,71,qwt0EqdPwzs,brick_pebble_border,"In between the brick edging and pebble-wash walkway, beside grass.",medium,0.7,full1 plus end10 plus end6 contact sheets,in_between,beside,brick,paver,grass,walkway_edge,brick+tile,natural_cover,3,"Check under leaves, roots, or groundcover beside the brick before searching open pavement.","Singapore silver coin. coin 71. spot type brick pebble border. positions in_between beside. objects brick paver grass. environment walkway edge. concealment natural cover. In between the brick edging and pebble-wash walkway, beside grass."
singapore_072,Singapore,72,s8br74UBLOM,brick_border_soil,"Under the red brick wall edge, on soil beside grass.",high,1.0,end6 contact sheet,under,on,brick,soil,wall,structure_edge,brick+soil,underside,5,"Check underneath the brick first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 72. spot type brick border soil. positions under on. objects brick soil wall. environment structure edge. concealment underside. Under the red brick wall edge, on soil beside grass."
singapore_074,Singapore,74,nRO2JPJ7FZM,grass_path_edge,"In the grass, beside a pebble-wash path edge.",medium,0.7,end10 plus end6 contact sheets,beside,,grass,paver,,walkway_edge,grass+tile,natural_cover,3,"Check under leaves, roots, or groundcover beside the grass before searching open pavement.","Singapore silver coin. coin 74. spot type grass path edge. positions beside. objects grass paver. environment walkway edge. concealment natural cover. In the grass, beside a pebble-wash path edge."
singapore_166,Singapore,166,IOxpWv717IE,groundcover_wall_base,"Under groundcover, beside a low concrete wall, around a small round utility cap.",medium,0.7,end6 contact sheet,under,beside,hedge,utility_cover,wall,utility_edge,concrete,underside,4,"Check underneath the hedge first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 166. spot type groundcover wall base. positions under beside. objects hedge utility_cover wall. environment utility edge. concealment underside. Under groundcover, beside a low concrete wall, around a small round utility cap."
singapore_190,Singapore,190,MOTTHoluzwc,slat_floor_gap,"In between beige metal slats, on the wooden plank floor.",high,1.0,end6 contact sheet,in_between,on,bench,wood,,bench_zone,metal+wood,seam_gap,5,Check the seam or narrow gap in between the bench before scanning open ground.,"Singapore silver coin. coin 190. spot type slat floor gap. positions in_between on. objects bench wood. environment bench zone. concealment seam gap. In between beige metal slats, on the wooden plank floor."
singapore_192,Singapore,192,Srm1juOKFFM,exercise_machine_underside,"Under a green outdoor exercise machine, below the padded roller or frame.",high,1.0,end6 contact sheet,under,below,,,,mixed_edge,mixed,underside,5,"Check underneath the structure first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 192. spot type exercise machine underside. positions under below. objects mixed. environment mixed edge. concealment underside. Under a green outdoor exercise machine, below the padded roller or frame."
singapore_194,Singapore,194,hJpGNDNgtfE,kerb_leaf_litter,"On soil beside a low concrete kerb, under dry leaves.",high,1.0,end6 contact sheet,on,beside,kerb,leaves,soil,mixed_edge,concrete+leaf_litter,natural_cover,3,"Check under leaves, roots, or groundcover beside the kerb before searching open pavement.","Singapore silver coin. coin 194. spot type kerb leaf litter. positions on beside. objects kerb leaves soil. environment mixed edge. concealment natural cover. On soil beside a low concrete kerb, under dry leaves."
singapore_200,Singapore,200,yz4NoJOoSyU,notice_board_frame_gap,Inside the side gap of a notice board frame.,medium,0.7,end6 contact sheet,inside,,,,,mixed_edge,mixed,seam_gap,4,Check the seam or narrow gap inside the structure before scanning open ground.,Singapore silver coin. coin 200. spot type notice board frame gap. positions inside. objects mixed. environment mixed edge. concealment seam gap. Inside the side gap of a notice board frame.
singapore_206,Singapore,206,NXb9U3b1kOg,ledge_leaf_litter,"Under leaves, beside a low concrete ledge, on the wall edge.",high,1.0,end6 contact sheet,under,beside,concrete,leaves,wall,structure_edge,concrete+leaf_litter,underside,5,"Check underneath the concrete first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 206. spot type ledge leaf litter. positions under beside. objects concrete leaves wall. environment structure edge. concealment underside. Under leaves, beside a low concrete ledge, on the wall edge."
singapore_210,Singapore,210,bX8qNRmgx8E,railing_base_seam,"In between a green metal railing base and the concrete edge, on paving.",high,1.0,end6 contact sheet,in_between,on,railing,concrete,,structure_edge,metal+concrete,seam_gap,5,Check the seam or narrow gap in between the railing before scanning open ground.,"Singapore silver coin. coin 210. spot type railing base seam. positions in_between on. objects railing concrete. environment structure edge. concealment seam gap. In between a green metal railing base and the concrete edge, on paving."
singapore_211,Singapore,211,Ia6aMmXqKtE,pipe_corner_gap,"Behind a white drainpipe, in between the pipe and wall corner.",high,1.0,end6 contact sheet,in_corner,behind,pipe,drain,wall,utility_edge,metal,seam_gap,5,Check the seam or narrow gap in the corner of the pipe before scanning open ground.,"Singapore silver coin. coin 211. spot type pipe corner gap. positions in_corner behind. objects pipe drain wall. environment utility edge. concealment seam gap. Behind a white drainpipe, in between the pipe and wall corner."
singapore_219,Singapore,219,2KhxXoDdSEU,planter_tile_root_edge,"Under roots, beside square paving tiles, at the planter edge.",high,1.0,end6 contact sheet,under,beside,planter,tile,tree,landscape_edge,tile,underside,5,"Check underneath the planter first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 219. spot type planter tile root edge. positions under beside. objects planter tile tree. environment landscape edge. concealment underside. Under roots, beside square paving tiles, at the planter edge."
singapore_228,Singapore,228,IXrBNxvfn7g,groundcover_wall_base,"Under groundcover, beside a low concrete wall, around a small round utility cap.",medium,0.7,end6 contact sheet,under,beside,hedge,utility_cover,wall,utility_edge,concrete,underside,4,"Check underneath the hedge first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 228. spot type groundcover wall base. positions under beside. objects hedge utility_cover wall. environment utility edge. concealment underside. Under groundcover, beside a low concrete wall, around a small round utility cap."
singapore_234,Singapore,234,FpxUStgXMY0,kerb_leaf_litter,"Under dry leaves, beside a low concrete curb, at the planter edge.",high,1.0,end6 contact sheet,under,beside,kerb,leaves,concrete,mixed_edge,concrete+leaf_litter,underside,5,"Check underneath the kerb first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 234. spot type kerb leaf litter. positions under beside. objects kerb leaves concrete. environment mixed edge. concealment underside. Under dry leaves, beside a low concrete curb, at the planter edge."
